elevation,temperature,humidity,soil_TN,soil_TP,soil_AP,soil_AN,health_class
379.32,26.53,72.03,0.0714,0.0317,0.0008,0.00107,2
3665.62,8.36,76.2,0.1089,0.0515,0.0009,0.00385,1
403.6,-4.33,54.81,0.1088,0.0368,0.00053,0.00186,1
1106.45,36.88,38.07,0.0762,0.0592,0.00068,0.00229,0
669.95,12.92,42.21,0.0481,0.047,0.00081,0.00165,1
319.96,25.91,82.49,0.0902,0.0432,0.00081,0.00307,2
348.51,-19.13,87.99,0.081,0.0633,0.00093,0.00291,0
165.84,21.39,53.62,0.117,0.0364,0.00058,0.00134,2
298.69,25.93,81.95,0.1177,0.0284,0.0005,0.00188,1
1600.68,12.04,72.51,0.1405,0.0534,0.00073,0.0024,2
1156.51,12.24,78.98,0.0827,0.0266,0.0005,0.00187,1
737.13,25.47,91.32,0.0342,0.0327,0.0005,0.00134,1
233.1,38.08,59.44,0.0922,0.0312,0.00104,0.00358,1
212.03,4.25,70.41,0.092,0.04,0.00056,0.00169,1
923.77,24.85,29.24,0.0357,0.0112,0.0005,0.001,1
258.0,-9.86,56.91,0.0698,0.0437,0.00057,0.0013,1
302.8,-17.43,54.24,0.1078,0.0261,0.0009,0.00212,1
2556.4,39.75,13.24,0.0624,0.0222,0.0006,0.00222,0
262.55,35.64,53.21,0.0453,0.047,0.00098,0.002,1
344.3,23.98,86.18,0.0875,0.0508,0.00108,0.00292,2
360.22,30.35,39.97,0.0552,0.0511,0.00086,0.00138,0
2056.95,-8.98,66.05,0.0335,0.0234,0.0005,0.0012,0
695.45,6.07,67.76,0.0795,0.0481,0.00088,0.00291,1
139.64,9.65,81.07,0.0962,0.0392,0.00093,0.00372,1
1193.84,22.2,30.84,0.0412,0.0303,0.0005,0.00106,1
3490.43,27.19,75.87,0.0709,0.0205,0.0005,0.00214,1
370.43,-11.12,67.75,0.0685,0.0458,0.00099,0.00327,1
1077.79,12.73,81.84,0.0544,0.0314,0.00062,0.0023,1
3116.82,2.79,93.17,0.1003,0.0231,0.0005,0.00283,0
1811.09,13.8,41.14,0.0472,0.0425,0.0005,0.00212,1
1028.99,-11.11,81.52,0.09,0.055,0.0016,0.00268,0
3131.01,-5.4,53.17,0.0359,0.031,0.0005,0.00148,0
2003.94,2.31,69.26,0.062,0.0131,0.0005,0.00132,0
106.46,16.8,56.04,0.1424,0.0875,0.00189,0.00308,2
1753.68,11.84,58.08,0.0653,0.0187,0.00061,0.00198,1
391.37,-12.7,50.62,0.1249,0.0956,0.0013,0.00447,1
259.04,7.33,82.48,0.1421,0.0532,0.00082,0.00569,1
405.19,22.25,59.3,0.0841,0.0448,0.00093,0.00289,2
940.94,25.44,69.13,0.0356,0.0357,0.00051,0.00206,2
3622.31,26.33,36.36,0.0398,0.0194,0.0005,0.00176,0
1044.05,23.14,30.58,0.0201,0.018,0.0005,0.001,1
1281.79,1.9,53.62,0.0456,0.0412,0.00084,0.00128,0
373.56,18.08,85.32,0.1257,0.0705,0.00187,0.00626,2
330.46,27.28,87.33,0.0689,0.0166,0.0005,0.00202,1
732.36,28.7,69.23,0.0515,0.0275,0.0005,0.00133,1
1073.48,7.91,50.62,0.0636,0.0336,0.00054,0.002,1
1963.26,-9.42,58.66,0.0436,0.0297,0.0005,0.001,0
212.99,14.8,79.92,0.0747,0.0504,0.00148,0.00284,2
435.71,41.06,49.48,0.0592,0.0527,0.00063,0.0028,0
343.5,-11.77,85.73,0.1398,0.0765,0.00115,0.00273,1
1737.14,33.71,29.48,0.0583,0.0221,0.00053,0.00226,0
248.99,1.23,73.11,0.1125,0.0755,0.00176,0.00209,1
389.6,26.42,76.75,0.1099,0.0689,0.00111,0.00249,2
3755.77,-2.89,51.99,0.1016,0.0473,0.00063,0.00159,0
1746.08,27.65,79.93,0.1178,0.0689,0.0018,0.00519,2
108.93,13.52,82.49,0.125,0.0617,0.00132,0.00291,1
212.93,28.02,60.12,0.0672,0.051,0.00084,0.00165,1
273.34,16.65,50.44,0.0735,0.0478,0.00132,0.00188,2
855.24,4.88,64.44,0.0475,0.0438,0.00095,0.00169,1
2545.44,20.44,29.37,0.0314,0.0253,0.0006,0.001,1
1113.66,32.15,38.87,0.0475,0.0389,0.0005,0.001,0
994.57,12.98,81.99,0.0629,0.0228,0.0005,0.001,1
2562.84,4.46,48.18,0.072,0.0297,0.0005,0.00121,0
315.35,-12.67,79.18,0.1254,0.0334,0.00082,0.00301,1
3553.37,5.69,77.45,0.1073,0.0693,0.00137,0.00389,1
1763.03,18.79,31.67,0.0548,0.0289,0.0005,0.00133,1
2646.29,45.03,6.46,0.0302,0.0247,0.0006,0.001,0
2813.75,19.29,18.32,0.0224,0.0103,0.0005,0.00127,1
236.25,2.26,56.27,0.1272,0.0887,0.00213,0.00368,1
956.29,22.9,82.4,0.0754,0.0619,0.0011,0.00241,2
509.37,33.35,42.35,0.066,0.0307,0.00082,0.0024,1
182.65,5.45,86.76,0.1477,0.0835,0.00175,0.00728,1
193.57,13.78,99.04,0.0407,0.0311,0.0005,0.00126,0
420.09,-2.53,51.14,0.0492,0.0442,0.00057,0.00118,1
399.62,-14.29,67.56,0.1917,0.1032,0.00236,0.00824,2
2833.07,-5.89,64.29,0.0746,0.0388,0.00142,0.00157,0
679.14,38.58,16.8,0.0354,0.0193,0.0005,0.00107,0
3993.78,27.21,63.26,0.0699,0.0359,0.00052,0.00107,1
340.49,29.5,63.51,0.0822,0.0464,0.0011,0.00278,1
652.76,5.23,76.19,0.0544,0.0439,0.00102,0.00258,1
483.27,17.32,55.96,0.0547,0.0511,0.00062,0.00138,2
569.03,34.43,15.75,0.0182,0.0177,0.0005,0.001,0
441.92,1.45,70.34,0.0672,0.0386,0.00057,0.00217,1
2348.81,-3.47,32.45,0.0611,0.0363,0.00107,0.0015,0
1756.04,17.99,52.47,0.0376,0.0396,0.0005,0.0021,2
1888.02,35.9,33.32,0.0589,0.0237,0.00055,0.00113,0
1308.38,12.97,54.19,0.062,0.0214,0.0006,0.00216,1
327.17,5.67,71.39,0.0611,0.033,0.0005,0.00161,1
2116.38,16.84,36.1,0.0497,0.0148,0.0005,0.001,1
126.02,24.72,54.59,0.1146,0.0532,0.00169,0.0027,2
2303.81,28.82,14.41,0.018,0.0137,0.0005,0.001,0
3528.01,17.12,67.93,0.0816,0.0347,0.00087,0.00126,1
479.59,29.42,82.77,0.1526,0.0662,0.00087,0.0034,1
136.05,4.71,57.03,0.0669,0.0552,0.00052,0.002,1
3718.56,13.91,91.38,0.0496,0.0451,0.00096,0.00219,0
925.74,32.3,26.4,0.1105,0.0679,0.00116,0.00428,0
1475.93,10.61,76.02,0.0814,0.0476,0.00121,0.00241,1
211.67,-7.71,79.34,0.1361,0.0703,0.00127,0.00445,1
725.44,18.74,77.43,0.1501,0.0562,0.00123,0.00366,2
299.03,39.91,46.94,0.0338,0.024,0.00051,0.001,0
480.08,21.17,74.53,0.0408,0.0287,0.0005,0.00161,2
877.54,19.17,12.87,0.0229,0.0189,0.0005,0.001,1
217.08,10.67,84.28,0.1296,0.0874,0.00081,0.00494,2
535.83,-0.31,88.79,0.108,0.0623,0.00109,0.00246,1
1569.05,50.83,23.06,0.0408,0.0212,0.0005,0.00145,0
437.22,-18.75,52.54,0.1355,0.0782,0.00227,0.00269,1
11.34,39.36,25.17,0.0267,0.0102,0.0005,0.00101,0
393.46,3.45,73.65,0.0847,0.0541,0.00055,0.00201,1
1707.6,30.5,27.08,0.0455,0.0393,0.0005,0.0017,0
713.83,22.15,78.43,0.0632,0.0394,0.00073,0.00236,2
288.02,12.53,67.02,0.1604,0.1017,0.00245,0.00425,2
1125.39,3.27,41.91,0.0587,0.0452,0.00094,0.00164,0
17.11,19.79,39.93,0.0187,0.0166,0.0005,0.00101,1
169.15,0.47,59.34,0.0851,0.0624,0.00108,0.00148,1
1006.76,40.79,24.8,0.0306,0.0257,0.00059,0.001,0
1742.6,37.14,37.59,0.061,0.0355,0.00092,0.00243,0
542.01,24.12,72.18,0.1212,0.0613,0.0016,0.00218,2
242.2,8.9,67.89,0.1172,0.0525,0.00191,0.00359,1
353.17,22.73,66.4,0.0612,0.0213,0.00071,0.00239,2
1723.35,6.26,57.94,0.055,0.0276,0.00077,0.00121,1
1048.47,36.97,16.28,0.0199,0.0156,0.0005,0.001,0
1029.15,33.87,24.64,0.0241,0.0131,0.0005,0.00112,0
770.49,37.97,16.29,0.0412,0.0248,0.0005,0.00125,0
220.95,13.6,72.5,0.0743,0.0257,0.0005,0.00187,1
923.78,21.81,81.36,0.1687,0.0578,0.00187,0.00344,2
474.4,12.38,37.64,0.0328,0.0203,0.00055,0.00117,1
2542.25,0.88,32.88,0.0326,0.0211,0.0005,0.001,0
389.26,29.76,66.74,0.0846,0.0409,0.00087,0.00326,1
242.41,25.68,69.44,0.0855,0.0461,0.00105,0.0024,2
4275.34,7.44,80.13,0.0779,0.0521,0.0007,0.00307,1
311.84,11.28,75.77,0.0792,0.0458,0.00107,0.00439,2
1117.92,23.91,10.43,0.0159,0.0167,0.0005,0.001,0
246.63,31.02,35.93,0.0877,0.0341,0.0005,0.00361,0
3575.13,27.38,66.13,0.0964,0.0455,0.00097,0.00241,2
3158.23,-5.78,67.19,0.0843,0.0408,0.00132,0.00179,0
5.56,17.26,73.92,0.0392,0.027,0.0005,0.00119,2
211.0,21.98,18.91,0.0622,0.0214,0.0005,0.00159,1
3196.49,20.7,78.73,0.0556,0.0387,0.0005,0.00212,1
3740.97,-11.42,55.16,0.0517,0.0219,0.00054,0.00145,0
389.33,17.4,50.69,0.0983,0.0373,0.00083,0.00309,2
2974.96,30.75,15.42,0.0431,0.0182,0.00058,0.001,0
1806.86,-8.51,74.77,0.0798,0.0465,0.00126,0.00338,1
252.58,21.5,64.63,0.1005,0.0426,0.00054,0.00328,2
3593.62,-7.59,83.53,0.1045,0.0415,0.00142,0.00225,0
154.39,21.53,62.4,0.1179,0.0806,0.00156,0.0029,2
2463.87,-4.56,35.34,0.0449,0.0186,0.0005,0.00148,0
222.97,5.11,66.99,0.1336,0.0665,0.00204,0.0044,1
2615.44,-0.1,62.64,0.0639,0.042,0.00096,0.00224,0
1878.47,21.94,67.99,0.1489,0.0592,0.00112,0.00377,2
4100.33,4.73,71.9,0.105,0.0675,0.00127,0.00346,1
108.11,34.0,63.77,0.0377,0.0262,0.0005,0.001,1
3619.85,10.32,90.65,0.0389,0.04,0.0005,0.00236,0
1531.88,47.27,27.4,0.0291,0.0079,0.0005,0.001,0
1007.21,22.94,65.1,0.0453,0.0363,0.0005,0.00131,2
884.48,12.66,60.17,0.0717,0.0389,0.00125,0.00181,1
2463.37,34.28,18.89,0.0276,0.0105,0.0005,0.001,0
212.15,15.31,57.17,0.1111,0.0948,0.00174,0.00438,2
436.64,28.87,58.34,0.0486,0.0412,0.00088,0.00222,1
2593.27,17.34,66.33,0.1288,0.0496,0.00114,0.0029,2
1147.34,28.77,61.47,0.0723,0.0267,0.00061,0.0019,1
1169.96,40.99,32.93,0.0223,0.019,0.0005,0.001,0
1400.52,13.59,79.51,0.0553,0.033,0.00071,0.00228,1
2571.5,1.48,58.87,0.0534,0.0396,0.00079,0.00225,0
397.44,31.14,48.7,0.1079,0.0513,0.00079,0.00498,1
643.25,24.42,51.19,0.0712,0.0302,0.00055,0.00212,2
1905.24,22.17,56.89,0.1165,0.0558,0.00142,0.00284,2
2630.54,21.04,74.73,0.0864,0.0243,0.00061,0.00159,1
489.59,48.23,18.81,0.0185,0.0157,0.0005,0.001,0
1200.75,35.41,21.22,0.0286,0.0134,0.0005,0.00108,0
786.85,24.08,77.41,0.0457,0.0195,0.0005,0.00182,2
3202.42,13.36,66.31,0.0343,0.024,0.0005,0.001,1
2071.89,9.94,54.28,0.0615,0.0354,0.00079,0.00213,1
2124.54,19.29,91.76,0.0731,0.0257,0.0005,0.00213,1
2955.8,0.11,60.89,0.0565,0.0138,0.0005,0.00123,0
355.46,9.98,67.28,0.0957,0.0336,0.00109,0.0039,1
322.02,2.93,81.61,0.0853,0.0481,0.00106,0.00178,0
2575.25,20.88,38.85,0.0219,0.0174,0.0005,0.001,1
488.25,-7.75,83.0,0.2074,0.0926,0.00155,0.00767,1
181.31,41.22,48.89,0.1735,0.0846,0.00265,0.00566,1
24.57,14.3,85.13,0.0655,0.0248,0.0005,0.00159,1
528.98,29.26,66.8,0.0745,0.0239,0.0005,0.00115,1
1554.79,7.38,17.86,0.0406,0.0213,0.0005,0.00147,0
769.37,40.73,30.09,0.0312,0.01,0.0005,0.001,0
2404.96,-9.13,85.55,0.0634,0.0447,0.00107,0.00214,0
2709.07,23.4,37.59,0.0152,0.0125,0.0005,0.001,1
1590.03,-10.36,88.84,0.0421,0.0315,0.0005,0.00189,0
1292.45,18.64,52.48,0.0428,0.03,0.0005,0.00117,1
477.65,-19.52,84.53,0.0624,0.0228,0.00052,0.00259,0
1044.18,-3.4,55.67,0.0368,0.0216,0.0005,0.00169,0
340.03,-22.22,59.91,0.088,0.0337,0.00052,0.00182,1
440.32,0.8,78.13,0.1297,0.0643,0.00119,0.00356,1
1823.92,31.35,17.95,0.0307,0.0135,0.0005,0.00116,0
2287.66,25.45,33.75,0.0256,0.009,0.0005,0.001,0
3901.15,8.21,77.45,0.0651,0.029,0.0007,0.00187,1
743.94,-8.17,59.84,0.0716,0.0239,0.00073,0.00202,0
1087.8,16.06,60.73,0.0814,0.0237,0.0005,0.0017,2
2781.52,-11.96,61.29,0.0551,0.0423,0.00055,0.00135,0
2775.31,-9.47,47.96,0.0421,0.0154,0.0005,0.00177,0
713.01,30.21,26.98,0.0592,0.0228,0.00085,0.00212,0
1492.85,32.7,19.69,0.0203,0.0158,0.0005,0.001,0
371.06,10.75,71.82,0.1252,0.0727,0.00136,0.00439,2
463.55,29.47,41.25,0.0413,0.0335,0.0005,0.00115,1
794.49,24.4,67.5,0.057,0.0276,0.0005,0.00303,2
420.71,17.73,71.13,0.1438,0.0709,0.0012,0.00527,2
1596.64,17.67,31.67,0.0375,0.0077,0.0005,0.001,1
3168.18,13.1,77.75,0.0539,0.0433,0.00108,0.00216,1
4273.16,17.97,72.83,0.16,0.0657,0.00208,0.00256,2
599.06,32.15,73.11,0.0431,0.029,0.00064,0.00209,1
281.51,-9.31,51.35,0.1398,0.0589,0.00205,0.00224,1
2111.78,41.16,18.65,0.0379,0.0253,0.0005,0.00143,0
3981.02,-14.11,46.31,0.0723,0.0358,0.0005,0.00213,0
7.66,33.32,74.83,0.0958,0.0393,0.0005,0.00302,1
1435.06,35.19,64.08,0.1436,0.0622,0.00173,0.00399,1
473.86,23.79,56.57,0.0629,0.0588,0.00052,0.00194,2
1282.36,29.69,19.69,0.0157,0.0137,0.0005,0.001,0
440.75,10.08,51.66,0.1232,0.0876,0.0023,0.00507,2
1992.09,25.77,11.63,0.0211,0.0172,0.0005,0.001,0
1324.87,28.44,31.95,0.0412,0.0192,0.00051,0.001,0
271.77,30.51,41.72,0.0562,0.0268,0.0005,0.00138,1
216.81,31.78,75.57,0.0905,0.036,0.00089,0.00283,1
501.14,22.61,99.87,0.084,0.0518,0.0011,0.00294,1
180.87,35.57,50.86,0.0987,0.0389,0.00107,0.00184,1
1092.81,15.4,62.98,0.0759,0.0366,0.00139,0.00364,2
1454.92,19.17,77.79,0.0685,0.0181,0.0005,0.00147,1
540.85,12.44,75.71,0.0709,0.0472,0.00106,0.00235,1
584.47,12.2,75.96,0.0906,0.0431,0.00078,0.00196,1
2.52,14.8,83.71,0.0734,0.0349,0.00089,0.00232,1
1713.45,-8.65,39.48,0.0257,0.0274,0.0005,0.001,0
1647.93,-20.58,79.91,0.0443,0.0296,0.0005,0.00196,0
384.45,14.66,59.22,0.113,0.0806,0.00164,0.00508,2
901.88,5.96,62.4,0.094,0.0471,0.00103,0.00177,1
1161.28,25.35,75.68,0.0816,0.0373,0.0005,0.00121,2
439.66,-8.92,81.79,0.095,0.0261,0.0005,0.00205,0
3230.24,23.54,53.99,0.0353,0.0215,0.0005,0.001,1
1490.24,29.64,56.56,0.0434,0.0375,0.0005,0.00195,1
2887.67,1.46,69.87,0.0491,0.0228,0.0005,0.00191,0
4122.26,-0.48,70.25,0.0992,0.0224,0.0005,0.00195,0
680.26,21.38,32.15,0.0206,0.0145,0.0005,0.001,1
224.55,13.13,77.95,0.1033,0.0493,0.00166,0.00432,2
792.78,38.47,65.86,0.1185,0.0588,0.00173,0.00272,1
444.31,13.07,84.53,0.0815,0.0269,0.00078,0.00148,1
679.77,37.16,45.92,0.0985,0.0507,0.00117,0.00287,0
2840.84,11.75,23.32,0.0434,0.0184,0.0005,0.00133,0
1005.86,20.04,11.41,0.0202,0.0129,0.0005,0.001,0
67.89,33.86,29.76,0.0271,0.0112,0.0005,0.00133,0
1486.09,46.18,14.41,0.0363,0.0231,0.0005,0.001,0
1948.89,19.29,39.65,0.0302,0.0096,0.0005,0.001,1
732.75,37.6,69.46,0.0646,0.0212,0.00056,0.00142,0
390.52,12.57,77.7,0.0965,0.0672,0.00118,0.00237,2
4393.84,-2.28,48.4,0.0942,0.0354,0.0012,0.0035,0
2420.0,23.11,30.14,0.0193,0.0171,0.0005,0.001,1
2393.48,27.39,19.28,0.0232,0.0189,0.0005,0.001,0
2815.23,24.28,21.41,0.0533,0.0265,0.00072,0.00189,1
1351.77,26.88,41.41,0.0601,0.031,0.00073,0.00175,1
2108.96,21.49,11.87,0.0289,0.01,0.0005,0.001,0
3464.62,7.05,70.68,0.0455,0.0364,0.0005,0.00164,1
1806.88,4.07,83.0,0.0968,0.0615,0.00073,0.00388,0
536.51,37.82,13.49,0.0199,0.0131,0.0005,0.001,0
3245.43,-12.56,59.72,0.0388,0.023,0.0005,0.00183,0
588.17,5.45,79.35,0.041,0.037,0.0005,0.00103,1
2704.19,0.97,61.87,0.0501,0.0408,0.00103,0.0018,0
1609.54,23.34,69.2,0.0849,0.0328,0.0005,0.00197,2
492.3,27.26,61.25,0.1401,0.0896,0.00094,0.00301,2
2978.3,-2.41,42.79,0.0616,0.0343,0.00075,0.00121,0
1253.31,9.69,74.82,0.0769,0.044,0.00117,0.00147,1
410.99,15.48,65.62,0.0745,0.0198,0.0005,0.00102,2
944.41,37.74,9.52,0.0263,0.0145,0.0005,0.00111,0
157.7,14.51,91.41,0.0794,0.0621,0.00134,0.00222,1
793.18,12.48,92.53,0.0912,0.0575,0.00154,0.00173,1
1195.44,21.87,63.68,0.0609,0.0269,0.0005,0.00313,2
344.4,4.15,64.71,0.1638,0.0827,0.00154,0.00679,1
201.41,17.2,60.57,0.0804,0.0455,0.0005,0.00254,2
2726.34,-2.28,46.36,0.0871,0.0376,0.00138,0.00252,0
356.59,22.93,80.86,0.0736,0.0477,0.00085,0.0015,1
183.66,17.07,66.75,0.0944,0.0425,0.00093,0.0034,2
290.29,28.53,66.46,0.072,0.0251,0.0005,0.00252,1
499.61,27.62,77.32,0.0325,0.0306,0.0005,0.0018,2
495.3,0.18,57.85,0.0784,0.04,0.0005,0.00394,1
227.63,4.71,80.23,0.1101,0.0361,0.00067,0.0017,0
2158.73,38.2,33.51,0.0407,0.0251,0.0005,0.00102,0
1623.66,29.97,75.24,0.1027,0.0575,0.00172,0.00477,2
2776.91,22.01,32.44,0.0199,0.0143,0.0005,0.001,1
2886.39,-14.32,57.49,0.0273,0.0227,0.0005,0.0011,0
2015.12,7.35,42.29,0.0535,0.0179,0.0005,0.00165,0
829.92,18.35,71.19,0.0605,0.0207,0.0005,0.001,2
2975.77,15.37,26.55,0.0295,0.0101,0.0005,0.00104,1
654.61,37.14,46.71,0.0884,0.0579,0.0012,0.0028,0
552.18,-3.21,51.1,0.0732,0.0242,0.00061,0.0026,1
120.18,30.77,35.34,0.0807,0.05,0.0014,0.00367,0
1217.81,31.74,39.99,0.0407,0.0363,0.0005,0.00154,0
2159.45,39.34,24.55,0.0336,0.0235,0.0005,0.001,0
3429.8,30.19,37.86,0.0617,0.0356,0.00085,0.00234,0
2000.07,11.7,92.54,0.0489,0.0394,0.0005,0.0019,1
202.44,22.58,98.94,0.0346,0.0275,0.0005,0.001,1
394.41,9.9,57.35,0.0962,0.039,0.00102,0.00173,1
863.98,14.33,95.57,0.0674,0.0356,0.00108,0.00256,0
114.69,18.81,79.46,0.0416,0.0416,0.0005,0.001,2
2889.89,39.4,20.62,0.0513,0.0276,0.0005,0.00126,0
370.7,20.74,68.85,0.029,0.0294,0.0005,0.00146,2
3447.93,-20.73,62.63,0.08,0.0366,0.00066,0.00247,0
1082.6,7.18,84.12,0.0739,0.0217,0.0005,0.00298,1
3765.69,7.07,84.72,0.0724,0.0278,0.0005,0.00277,0
886.22,15.81,66.67,0.0439,0.0383,0.00099,0.00159,2
1155.91,22.26,41.25,0.0713,0.0287,0.00079,0.00296,1
881.75,22.5,10.61,0.021,0.0172,0.0005,0.001,0
781.94,7.44,77.53,0.0623,0.045,0.00082,0.00161,1
328.82,-0.97,58.89,0.1108,0.0317,0.00086,0.00215,1
495.18,26.9,86.94,0.0479,0.0361,0.00071,0.00125,1
579.33,33.37,32.8,0.0352,0.0222,0.0005,0.00101,0
2017.98,33.61,16.27,0.0259,0.0194,0.0005,0.001,0
3217.24,1.1,45.5,0.0702,0.0359,0.00052,0.0027,0
1389.92,21.25,49.7,0.0575,0.0312,0.0005,0.00301,1
898.73,9.0,77.13,0.1537,0.0614,0.00126,0.00593,1
3270.66,19.61,63.01,0.0666,0.033,0.00105,0.00289,2
113.14,16.64,68.76,0.1322,0.0585,0.00072,0.00544,2
2128.31,28.64,20.26,0.0345,0.0202,0.0005,0.001,0
1500.12,16.36,17.91,0.0223,0.0201,0.0005,0.001,1
122.22,23.05,70.64,0.121,0.0913,0.00142,0.00239,2
165.56,8.63,97.68,0.0602,0.0285,0.00057,0.00104,0
1514.27,31.17,23.65,0.0937,0.0671,0.00119,0.00249,0
1834.71,1.24,68.13,0.0433,0.0191,0.0005,0.001,0
657.9,6.59,97.23,0.0946,0.0372,0.00097,0.00185,0
1632.82,23.65,78.84,0.1011,0.0363,0.00072,0.004,2
1236.48,28.05,62.86,0.1254,0.0528,0.00208,0.00223,2
1809.99,26.29,43.7,0.1372,0.067,0.00206,0.00241,2
1993.68,39.81,35.49,0.0528,0.0433,0.0005,0.00157,0
1100.85,18.01,55.03,0.0998,0.0651,0.00089,0.00363,2
1529.14,7.35,45.81,0.0638,0.037,0.00073,0.00154,1
1359.14,17.98,58.29,0.0849,0.0368,0.00057,0.00278,2
664.7,28.89,24.86,0.0333,0.0077,0.0005,0.001,0
2158.35,12.31,66.86,0.0555,0.0435,0.00054,0.001,1
695.66,49.61,14.97,0.0322,0.0106,0.0005,0.001,0
3859.52,14.3,31.83,0.0872,0.0484,0.0011,0.00286,1
1982.58,-7.32,61.75,0.0427,0.0302,0.0005,0.00163,0
2412.8,26.29,68.88,0.0844,0.0382,0.00134,0.00163,2
2602.23,-0.53,67.92,0.0925,0.0492,0.00137,0.00347,1
286.12,-5.54,61.13,0.1697,0.0736,0.00135,0.00719,1
4382.4,19.76,64.26,0.0733,0.0219,0.00062,0.00129,1
906.94,17.31,55.42,0.1016,0.0622,0.00197,0.00456,2
135.52,8.04,67.81,0.0934,0.0648,0.00107,0.00155,1
390.99,-18.38,67.44,0.0795,0.0539,0.00117,0.00134,1
2120.68,15.85,79.46,0.0458,0.0349,0.0005,0.00101,1
2210.57,9.46,45.09,0.0545,0.0326,0.0009,0.00198,0
405.79,39.85,70.69,0.1202,0.0629,0.00133,0.00566,1
2818.84,28.43,10.28,0.0165,0.0164,0.0005,0.001,0
44.45,-10.19,88.26,0.0695,0.0252,0.00063,0.00168,0
3100.92,27.51,69.5,0.0987,0.0407,0.00149,0.00226,2
3292.62,-5.04,46.15,0.0268,0.0267,0.0005,0.00143,0
408.57,23.29,61.47,0.1503,0.0731,0.00167,0.00517,2
1544.69,4.76,71.55,0.1043,0.0583,0.00191,0.00527,1
302.53,-2.33,73.31,0.0698,0.0519,0.00138,0.003,1
325.82,6.77,65.92,0.073,0.0632,0.00126,0.00358,1
928.9,24.86,91.8,0.0891,0.05,0.00068,0.00169,1
3964.54,-23.87,46.71,0.0648,0.0328,0.00066,0.00147,0
1603.69,-0.14,59.45,0.0569,0.0372,0.00076,0.00273,0
613.12,25.0,59.68,0.0825,0.0591,0.00165,0.00192,2
1305.92,-8.48,78.48,0.1237,0.0613,0.00189,0.00401,1
762.82,5.06,72.71,0.0352,0.0333,0.00053,0.00163,1
1049.38,43.21,14.4,0.028,0.01,0.0005,0.001,0
1159.84,54.41,14.18,0.0309,0.0252,0.0005,0.00142,0
2134.07,-12.54,68.54,0.0562,0.0187,0.0005,0.00109,0
1471.48,10.29,39.04,0.0328,0.0284,0.0005,0.001,1
3089.52,10.92,65.05,0.1006,0.0236,0.0005,0.00251,1
2439.8,44.31,33.32,0.0394,0.0202,0.00069,0.001,0
363.92,-8.45,64.82,0.0715,0.0417,0.00073,0.00139,1
240.15,26.82,63.31,0.1076,0.0334,0.00117,0.00429,2
121.09,-0.69,64.45,0.0829,0.054,0.00136,0.00228,1
1165.54,19.54,18.88,0.0639,0.0225,0.0005,0.00189,1
615.28,22.8,22.1,0.0472,0.0164,0.0005,0.00172,1
824.14,13.78,58.19,0.065,0.0186,0.0005,0.00188,1
2468.45,-9.6,68.69,0.135,0.0673,0.00178,0.00648,1
686.67,48.08,14.69,0.0299,0.0104,0.0005,0.001,0
670.34,5.42,93.17,0.0586,0.0475,0.00084,0.00116,0
412.01,24.1,60.8,0.0507,0.0226,0.0005,0.00122,2
2963.62,11.57,43.62,0.0431,0.016,0.0005,0.001,1
496.78,20.31,60.12,0.1211,0.0256,0.00056,0.00293,2
839.34,39.24,21.04,0.0208,0.0151,0.0005,0.001,0
367.74,7.15,56.64,0.0707,0.0211,0.00058,0.00204,1
3741.63,34.22,40.12,0.0561,0.0324,0.00101,0.00178,0
174.5,16.7,51.41,0.107,0.0791,0.00203,0.0042,2
1926.11,-7.65,59.35,0.0285,0.0266,0.0005,0.001,0
836.12,24.8,74.31,0.1121,0.0654,0.00094,0.00501,2
577.01,34.03,34.09,0.0526,0.027,0.0005,0.0017,0
2823.21,1.45,68.63,0.0973,0.062,0.00156,0.00239,1
676.4,6.44,98.97,0.0957,0.0435,0.0011,0.00291,0
3601.5,28.33,39.55,0.0759,0.0265,0.00077,0.0013,0
3767.95,16.25,45.57,0.0775,0.0311,0.0005,0.00186,1
322.83,31.52,57.93,0.0898,0.0373,0.00053,0.00229,1
193.98,30.09,29.79,0.0844,0.0603,0.00103,0.00368,0
2313.5,-13.21,48.67,0.0349,0.0328,0.0005,0.00161,0
4102.02,16.85,55.23,0.0779,0.052,0.00129,0.00366,2
969.85,25.09,17.05,0.0303,0.0116,0.0005,0.001,0
35.18,17.03,60.28,0.0397,0.024,0.0005,0.001,2
195.58,-19.81,53.04,0.0353,0.0319,0.00051,0.001,0
224.49,33.03,78.37,0.0694,0.067,0.00079,0.00197,1
2351.19,7.73,27.74,0.0366,0.0168,0.0005,0.00168,0
1246.35,35.48,12.42,0.0299,0.0226,0.0005,0.0013,0
160.27,-4.26,79.54,0.1407,0.0741,0.00229,0.00389,1
4098.35,23.69,32.82,0.0611,0.0159,0.0005,0.00152,1
327.26,3.79,59.51,0.103,0.0465,0.00074,0.00239,1
440.44,23.23,81.69,0.1293,0.0666,0.00147,0.00214,2
3217.51,-3.8,35.78,0.0479,0.0163,0.0005,0.00101,0
2202.93,29.31,68.67,0.0904,0.0491,0.00112,0.0022,1
820.87,24.82,79.98,0.0544,0.0305,0.00079,0.00249,2
2447.72,0.3,42.73,0.0516,0.0218,0.0005,0.00219,0
193.94,-7.59,59.17,0.108,0.0838,0.00105,0.00212,1
422.34,30.91,31.87,0.0713,0.0468,0.0005,0.00218,0
